Date,Flight Number,A/C,From,From (IATA),To,To (IATA),STD,ATD,STA,ATA,Flight Time (Schedual),Flight Time (Actual),Delay (Departure),Is Weekday
2023-01-22,DD551,HS-DBY,Nakhon Si Thammarat ,NST,Bangkok ,DMK,1900-01-01 07:40:00,1900-01-01 07:36:00,1900-01-01 08:50:00,1900-01-01 08:33:00,0 days 01:10:00,0 days 00:57:00,0 days 00:00:00,False
2023-01-21,DD550,HS-DBY,Bangkok ,DMK,Nakhon Si Thammarat ,NST,1900-01-02 06:00:00,1900-01-02 06:05:00,1900-01-01 07:10:00,1900-01-02 06:59:00,0 days 01:10:00,0 days 00:54:00,0 days 00:05:00,False
2023-01-21,DD311,HS-DBY,Udon Thani ,UTH,Bangkok ,DMK,1900-01-01 20:35:00,1900-01-01 21:28:00,1900-01-01 22:30:00,1900-01-01 22:12:00,0 days 01:55:00,0 days 00:44:00,0 days 00:53:00,False
2023-01-21,DD310,HS-DBY,Bangkok ,DMK,Udon Thani ,UTH,1900-01-01 19:00:00,1900-01-01 19:56:00,1900-01-01 21:00:00,1900-01-01 20:45:00,0 days 02:00:00,0 days 00:49:00,0 days 00:56:00,False
2023-01-21,DD327,HS-DBY,Ubon Ratchathani ,UBP,Bangkok ,DMK,1900-01-01 17:10:00,1900-01-01 17:57:00,1900-01-01 18:55:00,1900-01-01 18:43:00,0 days 01:45:00,0 days 00:46:00,0 days 00:47:00,False
2023-01-21,DD326,HS-DBY,Bangkok ,DMK,Ubon Ratchathani ,UBP,1900-01-01 15:35:00,1900-01-01 16:31:00,1900-01-01 17:25:00,1900-01-01 17:19:00,0 days 01:50:00,0 days 00:48:00,0 days 00:56:00,False
2023-01-21,DD345,HS-DBY,Buriram ,BFV,Bangkok ,DMK,1900-01-01 14:50:00,1900-01-01 15:07:00,1900-01-01 16:00:00,1900-01-01 15:40:00,0 days 01:10:00,0 days 00:33:00,0 days 00:17:00,False
2023-01-21,DD344,HS-DBY,Bangkok ,DMK,Buriram ,BFV,1900-01-01 13:25:00,1900-01-01 13:55:00,1900-01-01 14:40:00,1900-01-01 14:33:00,0 days 01:15:00,0 days 00:38:00,0 days 00:30:00,False
2023-01-21,DD103,HS-DBY,Chiang Rai ,CEI,Bangkok ,DMK,1900-01-01 12:00:00,1900-01-01 12:03:00,1900-01-01 13:15:00,1900-01-01 13:02:00,0 days 01:15:00,0 days 00:59:00,0 days 00:03:00,False
2023-01-21,DD102,HS-DBY,Bangkok ,DMK,Chiang Rai ,CEI,1900-01-01 10:15:00,1900-01-01 10:22:00,1900-01-01 11:30:00,1900-01-01 11:22:00,0 days 01:15:00,0 days 01:00:00,0 days 00:07:00,False
2023-01-21,DD361,HS-DBY,Sakon Nakhon ,SNO,Bangkok ,DMK,1900-01-01 08:40:00,1900-01-01 08:41:00,1900-01-01 09:45:00,1900-01-01 09:31:00,0 days 01:05:00,0 days 00:50:00,0 days 00:01:00,False
2023-01-21,DD360,HS-DBY,Bangkok ,DMK,Sakon Nakhon ,SNO,1900-01-01 07:00:00,1900-01-01 07:11:00,1900-01-01 08:10:00,1900-01-01 08:05:00,0 days 01:10:00,0 days 00:54:00,0 days 00:11:00,False
2023-01-20,DD559,HS-DBY,Nakhon Si Thammarat ,NST,Bangkok ,DMK,1900-01-01 20:15:00,1900-01-01 21:39:00,1900-01-01 21:45:00,1900-01-01 22:40:00,0 days 01:30:00,0 days 01:01:00,0 days 01:24:00,True
2023-01-20,DD558,HS-DBY,Bangkok ,DMK,Nakhon Si Thammarat ,NST,1900-01-01 18:35:00,1900-01-01 20:07:00,1900-01-01 20:05:00,1900-01-01 21:05:00,0 days 01:30:00,0 days 00:58:00,0 days 01:32:00,True
2023-01-20,DD575,HS-DBY,Surat Thani ,URT,Bangkok ,DMK,1900-01-01 15:35:00,1900-01-01 18:16:00,1900-01-01 17:45:00,1900-01-01 19:13:00,0 days 02:10:00,0 days 00:57:00,0 days 02:41:00,True
2023-01-20,DD574,HS-DBY,Bangkok ,DMK,Surat Thani ,URT,1900-01-01 13:55:00,1900-01-01 16:41:00,1900-01-01 16:15:00,1900-01-01 17:38:00,0 days 02:20:00,0 days 00:57:00,0 days 02:46:00,True
2023-01-27,DD131,HS-DBZ,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 14:05:00,1900-01-01 14:37:00,1900-01-01 15:25:00,1900-01-01 15:31:00,0 days 01:20:00,0 days 00:54:00,0 days 00:32:00,True
2023-01-27,DD130,HS-DBZ,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-01 12:20:00,1900-01-01 12:55:00,1900-01-01 13:50:00,1900-01-01 13:47:00,0 days 01:30:00,0 days 00:52:00,0 days 00:35:00,True
2023-01-27,DD125,HS-DBZ,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 10:45:00,1900-01-01 11:09:00,1900-01-01 12:10:00,1900-01-01 12:04:00,0 days 01:25:00,0 days 00:55:00,0 days 00:24:00,True
2023-01-27,DD124,HS-DBZ,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-01 09:05:00,1900-01-01 09:33:00,1900-01-01 10:30:00,1900-01-01 10:25:00,0 days 01:25:00,0 days 00:52:00,0 days 00:28:00,True
2023-01-27,DD551,HS-DBZ,Nakhon Si Thammarat ,NST,Bangkok ,DMK,1900-01-01 07:40:00,1900-01-01 07:43:00,1900-01-01 08:50:00,1900-01-01 08:40:00,0 days 01:10:00,0 days 00:57:00,0 days 00:03:00,True
2023-01-26,DD550,HS-DBZ,Bangkok ,DMK,Nakhon Si Thammarat ,NST,1900-01-02 06:00:00,1900-01-02 06:08:00,1900-01-01 07:10:00,1900-01-01 07:03:00,0 days 01:10:00,0 days 00:55:00,0 days 00:08:00,True
2023-01-26,DD311,HS-DBZ,Udon Thani ,UTH,Bangkok ,DMK,1900-01-01 20:35:00,1900-01-01 22:01:00,1900-01-01 22:10:00,1900-01-01 22:46:00,0 days 01:35:00,0 days 00:45:00,0 days 01:26:00,True
2023-01-26,DD310,HS-DBZ,Bangkok ,DMK,Udon Thani ,UTH,1900-01-01 19:00:00,1900-01-01 20:37:00,1900-01-01 20:05:00,1900-01-01 21:22:00,0 days 01:05:00,0 days 00:45:00,0 days 01:37:00,True
2023-01-26,DD207,HS-DBZ,Phitsanulok ,PHS,Bangkok ,DMK,1900-01-01 17:05:00,1900-01-01 19:17:00,1900-01-01 17:55:00,1900-01-01 19:51:00,0 days 00:50:00,0 days 00:34:00,0 days 02:12:00,True
2023-01-26,DD206,HS-DBZ,Bangkok ,DMK,Phitsanulok ,PHS,1900-01-01 15:40:00,1900-01-01 18:05:00,1900-01-01 16:35:00,1900-01-01 18:39:00,0 days 00:55:00,0 days 00:34:00,0 days 02:25:00,True
2023-01-26,DD851,HS-DBZ,Ho Chi Minh City ,SGN,Bangkok ,DMK,1900-01-01 14:45:00,1900-01-01 15:46:00,1900-01-01 16:15:00,1900-01-01 16:55:00,0 days 01:30:00,0 days 01:09:00,0 days 01:01:00,True
2023-01-26,DD850,HS-DBZ,Bangkok ,DMK,Ho Chi Minh City ,SGN,1900-01-01 12:30:00,1900-01-01 13:08:00,1900-01-01 14:00:00,1900-01-01 14:47:00,0 days 01:30:00,0 days 01:39:00,0 days 00:38:00,True
2023-01-26,DD373,HS-DBZ,Loei ,LOE,Bangkok ,DMK,1900-01-01 10:55:00,1900-01-01 11:27:00,1900-01-01 11:50:00,1900-01-01 12:08:00,0 days 00:55:00,0 days 00:41:00,0 days 00:32:00,True
2023-01-26,DD372,HS-DBZ,Bangkok ,DMK,Loei ,LOE,1900-01-01 09:20:00,1900-01-01 10:10:00,1900-01-01 10:25:00,1900-01-01 10:58:00,0 days 01:05:00,0 days 00:48:00,0 days 00:50:00,True
2023-01-26,DD123,HS-DBZ,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 08:15:00,1900-01-01 08:27:00,1900-01-01 09:20:00,1900-01-01 09:19:00,0 days 01:05:00,0 days 00:52:00,0 days 00:12:00,True
2023-01-25,DD122,HS-DBZ,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-02 06:35:00,1900-01-02 06:42:00,1900-01-01 07:45:00,1900-01-01 07:33:00,0 days 01:10:00,0 days 00:51:00,0 days 00:07:00,True
2023-01-25,DD311,HS-DBZ,Udon Thani ,UTH,Bangkok ,DMK,1900-01-01 20:35:00,1900-01-01 21:28:00,1900-01-01 22:30:00,1900-01-01 22:13:00,0 days 01:55:00,0 days 00:45:00,0 days 00:53:00,True
2023-01-25,DD310,HS-DBZ,Bangkok ,DMK,Udon Thani ,UTH,1900-01-01 19:00:00,1900-01-01 20:04:00,1900-01-01 21:00:00,1900-01-01 20:53:00,0 days 02:00:00,0 days 00:49:00,0 days 01:04:00,True
2023-01-25,DD329,HS-DBZ,Ubon Ratchathani ,UBP,Bangkok ,DMK,1900-01-01 18:55:00,1900-01-01 18:32:00,1900-01-01 19:20:00,1900-01-01 19:21:00,0 days 00:25:00,0 days 00:49:00,0 days 00:00:00,True
2023-01-25,DD328,HS-DBZ,Bangkok ,DMK,Ubon Ratchathani ,UBP,1900-01-01 17:20:00,1900-01-01 16:59:00,1900-01-01 17:50:00,1900-01-01 17:51:00,0 days 00:30:00,0 days 00:52:00,0 days 00:00:00,True
2023-01-25,DD133,HS-DBZ,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 15:40:00,1900-01-01 15:15:00,1900-01-01 16:15:00,1900-01-01 16:06:00,0 days 00:35:00,0 days 00:51:00,0 days 00:00:00,True
2023-01-25,DD132,HS-DBZ,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-01 14:00:00,1900-01-01 13:34:00,1900-01-01 14:35:00,1900-01-01 14:25:00,0 days 00:35:00,0 days 00:51:00,0 days 00:00:00,True
2023-01-25,DD305,HS-DBZ,Udon Thani ,UTH,Bangkok ,DMK,1900-01-01 11:55:00,1900-01-01 11:58:00,1900-01-01 12:55:00,1900-01-01 12:41:00,0 days 01:00:00,0 days 00:43:00,0 days 00:03:00,True
2023-01-25,DD304,HS-DBZ,Bangkok ,DMK,Udon Thani ,UTH,1900-01-01 10:15:00,1900-01-01 10:18:00,1900-01-01 11:25:00,1900-01-01 11:07:00,0 days 01:10:00,0 days 00:49:00,0 days 00:03:00,True
2023-01-24,DD329,HS-DBZ,Ubon Ratchathani ,UBP,Bangkok ,DMK,1900-01-01 18:55:00,1900-01-01 19:48:00,1900-01-01 19:55:00,1900-01-01 20:37:00,0 days 01:00:00,0 days 00:49:00,0 days 00:53:00,True
2023-01-24,DD328,HS-DBZ,Bangkok ,DMK,Ubon Ratchathani ,UBP,1900-01-01 17:20:00,1900-01-01 18:07:00,1900-01-01 18:25:00,1900-01-01 18:59:00,0 days 01:05:00,0 days 00:52:00,0 days 00:47:00,True
2023-01-24,DD325,HS-DBZ,Ubon Ratchathani ,UBP,Bangkok ,DMK,1900-01-01 15:05:00,1900-01-01 16:21:00,1900-01-01 16:35:00,1900-01-01 17:11:00,0 days 01:30:00,0 days 00:50:00,0 days 01:16:00,True
2023-01-24,DD324,HS-DBZ,Bangkok ,DMK,Ubon Ratchathani ,UBP,1900-01-01 13:25:00,1900-01-01 14:51:00,1900-01-01 15:05:00,1900-01-01 15:42:00,0 days 01:40:00,0 days 00:51:00,0 days 01:26:00,True
2023-01-24,DD527,HS-DBZ,Phuket ,HKT,Bangkok ,DMK,1900-01-01 11:40:00,1900-01-01 12:08:00,1900-01-01 13:00:00,1900-01-01 13:16:00,0 days 01:20:00,0 days 01:08:00,0 days 00:28:00,True
2023-01-24,DD526,HS-DBZ,Bangkok ,DMK,Phuket ,HKT,1900-01-01 09:50:00,1900-01-01 10:05:00,1900-01-01 11:10:00,1900-01-01 11:16:00,0 days 01:20:00,0 days 01:11:00,0 days 00:15:00,True
2023-01-24,DD123,HS-DBZ,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 08:15:00,1900-01-01 08:17:00,1900-01-01 09:20:00,1900-01-01 09:11:00,0 days 01:05:00,0 days 00:54:00,0 days 00:02:00,True
2023-01-23,DD122,HS-DBZ,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-02 06:35:00,1900-01-02 06:41:00,1900-01-01 07:45:00,1900-01-01 07:32:00,0 days 01:10:00,0 days 00:51:00,0 days 00:06:00,True
2023-01-23,DD109,HS-DBZ,Chiang Rai ,CEI,Bangkok ,DMK,1900-01-01 21:40:00,1900-01-01 21:44:00,1900-01-01 22:55:00,1900-01-01 22:44:00,0 days 01:15:00,0 days 01:00:00,0 days 00:04:00,True
2023-01-23,DD108,HS-DBZ,Bangkok ,DMK,Chiang Rai ,CEI,1900-01-01 19:55:00,1900-01-01 20:04:00,1900-01-01 21:10:00,1900-01-01 21:05:00,0 days 01:15:00,0 days 01:01:00,0 days 00:09:00,True
2023-01-23,DD177,HS-DBZ,Nan ,NNT,Bangkok ,DMK,1900-01-01 18:15:00,1900-01-01 18:23:00,1900-01-01 19:25:00,1900-01-01 19:13:00,0 days 01:10:00,0 days 00:50:00,0 days 00:08:00,True
2023-01-23,DD176,HS-DBZ,Bangkok ,DMK,Nan ,NNT,1900-01-01 16:35:00,1900-01-01 16:56:00,1900-01-01 17:45:00,1900-01-01 17:45:00,0 days 01:10:00,0 days 00:49:00,0 days 00:21:00,True
2023-01-23,DD325,HS-DBZ,Ubon Ratchathani ,UBP,Bangkok ,DMK,1900-01-01 15:05:00,1900-01-01 15:17:00,1900-01-01 16:05:00,1900-01-01 16:05:00,0 days 01:00:00,0 days 00:48:00,0 days 00:12:00,True
2023-01-23,DD324,HS-DBZ,Bangkok ,DMK,Ubon Ratchathani ,UBP,1900-01-01 13:30:00,1900-01-01 13:43:00,1900-01-01 14:35:00,1900-01-01 14:33:00,0 days 01:05:00,0 days 00:50:00,0 days 00:13:00,True
2023-01-23,DD503,HS-DBZ,Hat Yai ,HDY,Bangkok ,DMK,1900-01-01 11:35:00,1900-01-01 11:40:00,1900-01-01 13:00:00,1900-01-01 12:48:00,0 days 01:25:00,0 days 01:08:00,0 days 00:05:00,True
2023-01-23,DD502,HS-DBZ,Bangkok ,DMK,Hat Yai ,HDY,1900-01-01 09:40:00,1900-01-01 09:53:00,1900-01-01 11:05:00,1900-01-01 11:00:00,0 days 01:25:00,0 days 01:07:00,0 days 00:13:00,True
2023-01-23,DD101,HS-DBZ,Chiang Rai ,CEI,Bangkok ,DMK,1900-01-01 07:55:00,1900-01-01 07:50:00,1900-01-01 09:10:00,1900-01-01 08:49:00,0 days 01:15:00,0 days 00:59:00,0 days 00:00:00,True
2023-01-22,DD100,HS-DBZ,Bangkok ,DMK,Chiang Rai ,CEI,1900-01-02 06:10:00,1900-01-02 06:09:00,1900-01-01 07:25:00,1900-01-01 07:07:00,0 days 01:15:00,0 days 00:58:00,0 days 00:00:00,False
2023-01-22,DD141,HS-DBZ,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 22:35:00,1900-01-01 23:04:00,1900-01-01 23:40:00,1900-01-01 23:53:00,0 days 01:05:00,0 days 00:49:00,0 days 00:29:00,False
2023-01-22,DD140,HS-DBZ,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-01 20:55:00,1900-01-01 21:28:00,1900-01-01 22:05:00,1900-01-01 22:23:00,0 days 01:10:00,0 days 00:55:00,0 days 00:33:00,False
2023-01-22,DD533,HS-DBZ,Phuket ,HKT,Bangkok ,DMK,1900-01-01 19:05:00,1900-01-01 19:36:00,1900-01-01 20:25:00,1900-01-01 20:42:00,0 days 01:20:00,0 days 01:06:00,0 days 00:31:00,False
2023-01-22,DD532,HS-DBZ,Bangkok ,DMK,Phuket ,HKT,1900-01-01 17:15:00,1900-01-01 17:53:00,1900-01-01 18:35:00,1900-01-01 18:52:00,0 days 01:20:00,0 days 00:59:00,0 days 00:38:00,False
2023-01-22,DD575,HS-DBZ,Surat Thani ,URT,Bangkok ,DMK,1900-01-01 15:35:00,1900-01-01 15:44:00,1900-01-01 16:45:00,1900-01-01 16:40:00,0 days 01:10:00,0 days 00:56:00,0 days 00:09:00,False
2023-01-22,DD574,HS-DBZ,Bangkok ,DMK,Surat Thani ,URT,1900-01-01 13:55:00,1900-01-01 14:11:00,1900-01-01 15:05:00,1900-01-01 15:06:00,0 days 01:10:00,0 days 00:55:00,0 days 00:16:00,False
2023-01-22,DD103,HS-DBZ,Chiang Rai ,CEI,Bangkok ,DMK,1900-01-01 12:00:00,1900-01-01 12:12:00,1900-01-01 13:15:00,1900-01-01 13:12:00,0 days 01:15:00,0 days 01:00:00,0 days 00:12:00,False
2023-01-22,DD102,HS-DBZ,Bangkok ,DMK,Chiang Rai ,CEI,1900-01-01 10:15:00,1900-01-01 10:32:00,1900-01-01 11:30:00,1900-01-01 11:31:00,0 days 01:15:00,0 days 00:59:00,0 days 00:17:00,False
2023-01-22,DD361,HS-DBZ,Sakon Nakhon ,SNO,Bangkok ,DMK,1900-01-01 08:40:00,1900-01-01 08:44:00,1900-01-01 09:45:00,1900-01-01 09:33:00,0 days 01:05:00,0 days 00:49:00,0 days 00:04:00,False
2023-01-21,DD579,HS-DBZ,Surat Thani ,URT,Bangkok ,DMK,1900-01-01 19:35:00,1900-01-01 20:25:00,1900-01-01 20:50:00,1900-01-01 21:20:00,0 days 01:15:00,0 days 00:55:00,0 days 00:50:00,False
2023-01-21,DD578,HS-DBZ,Bangkok ,DMK,Surat Thani ,URT,1900-01-01 17:55:00,1900-01-01 18:59:00,1900-01-01 19:05:00,1900-01-01 19:49:00,0 days 01:10:00,0 days 00:50:00,0 days 01:04:00,False
2023-01-21,DD529,HS-DBZ,Phuket ,HKT,Bangkok ,DMK,1900-01-01 15:20:00,1900-01-01 17:13:00,1900-01-01 17:25:00,1900-01-01 18:18:00,0 days 02:05:00,0 days 01:05:00,0 days 01:53:00,False
2023-01-21,DD528,HS-DBZ,Bangkok ,DMK,Phuket ,HKT,1900-01-01 13:35:00,1900-01-01 15:14:00,1900-01-01 15:35:00,1900-01-01 16:24:00,0 days 02:00:00,0 days 01:10:00,0 days 01:39:00,False
2023-01-21,DD553,HS-DBZ,Nakhon Si Thammarat ,NST,Bangkok ,DMK,1900-01-01 11:30:00,1900-01-01 13:12:00,1900-01-01 12:40:00,1900-01-01 14:13:00,0 days 01:10:00,0 days 01:01:00,0 days 01:42:00,False
2023-01-21,DD552,HS-DBZ,Bangkok ,DMK,Nakhon Si Thammarat ,NST,1900-01-01 09:45:00,1900-01-01 11:37:00,1900-01-01 11:00:00,1900-01-01 12:32:00,0 days 01:15:00,0 days 00:55:00,0 days 01:52:00,False
2023-01-21,DD381,HS-DBZ,Nakhon Phanom ,KOP,Bangkok ,DMK,1900-01-01 09:30:00,1900-01-01 09:43:00,1900-01-01 10:40:00,1900-01-01 10:41:00,0 days 01:10:00,0 days 00:58:00,0 days 00:13:00,False
2023-01-21,DD380,HS-DBZ,Bangkok ,DMK,Nakhon Phanom ,KOP,1900-01-01 07:50:00,1900-01-01 08:14:00,1900-01-01 09:00:00,1900-01-01 09:11:00,0 days 01:10:00,0 days 00:57:00,0 days 00:24:00,False
2023-01-20,DD535,HS-DBZ,Phuket ,HKT,Bangkok ,DMK,1900-01-01 22:05:00,1900-01-01 23:12:00,1900-01-01 23:25:00,1900-01-02 00:20:00,0 days 01:20:00,0 days 01:08:00,0 days 01:07:00,True
2023-01-20,DD534,HS-DBZ,Bangkok ,DMK,Phuket ,HKT,1900-01-01 20:15:00,1900-01-01 21:09:00,1900-01-01 21:25:00,1900-01-01 22:14:00,0 days 01:10:00,0 days 01:05:00,0 days 00:54:00,True
2023-01-20,DD133,HS-DBZ,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 15:40:00,1900-01-01 19:19:00,1900-01-01 17:25:00,1900-01-01 20:12:00,0 days 01:45:00,0 days 00:53:00,0 days 03:39:00,True
2023-01-20,DD132,HS-DBZ,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-01 14:00:00,1900-01-01 17:43:00,1900-01-01 15:50:00,1900-01-01 18:34:00,0 days 01:50:00,0 days 00:51:00,0 days 03:43:00,True
2023-01-20,DD527,HS-DBZ,Phuket ,HKT,Bangkok ,DMK,1900-01-01 11:35:00,1900-01-01 15:20:00,1900-01-01 13:25:00,1900-01-01 16:26:00,0 days 01:50:00,0 days 01:06:00,0 days 03:45:00,True
2023-01-25,DD167,HS-DQA,Lampang ,LPT,Bangkok ,DMK,1900-01-01 19:00:00,1900-01-01 19:03:00,1900-01-01 20:15:00,1900-01-01 20:04:00,0 days 01:15:00,0 days 01:01:00,0 days 00:03:00,True
2023-01-25,DD166,HS-DQA,Bangkok ,DMK,Lampang ,LPT,1900-01-01 17:20:00,1900-01-01 17:28:00,1900-01-01 18:30:00,1900-01-01 18:32:00,0 days 01:10:00,0 days 01:04:00,0 days 00:08:00,True
2023-01-25,DD154,HS-DQA,Bangkok ,DMK,Mae Hong Son ,HGN,1900-01-01 13:10:00,1900-01-01 13:22:00,1900-01-01 14:45:00,1900-01-01 14:45:00,0 days 01:35:00,0 days 01:23:00,0 days 00:12:00,True
2023-01-25,DD184,HS-DQA,Bangkok ,DMK,Phrae ,PRH,1900-01-01 09:40:00,1900-01-01 10:01:00,1900-01-01 10:55:00,1900-01-01 10:59:00,0 days 01:15:00,0 days 00:58:00,0 days 00:21:00,True
2023-01-24,DD340,HS-DQA,Bangkok ,DMK,Buriram ,BFV,1900-01-02 06:45:00,1900-01-02 06:58:00,1900-01-01 07:45:00,1900-01-01 07:47:00,0 days 01:00:00,0 days 00:49:00,0 days 00:13:00,True
2023-01-24,DD167,HS-DQA,Lampang ,LPT,Bangkok ,DMK,1900-01-01 19:00:00,1900-01-01 19:09:00,1900-01-01 20:15:00,1900-01-01 20:09:00,0 days 01:15:00,0 days 01:00:00,0 days 00:09:00,True
2023-01-24,DD166,HS-DQA,Bangkok ,DMK,Lampang ,LPT,1900-01-01 17:20:00,1900-01-01 17:47:00,1900-01-01 18:30:00,1900-01-01 18:45:00,0 days 01:10:00,0 days 00:58:00,0 days 00:27:00,True
2023-01-24,DD154,HS-DQA,Bangkok ,DMK,Mae Hong Son ,HGN,1900-01-01 13:05:00,1900-01-01 13:22:00,1900-01-01 14:40:00,1900-01-01 14:47:00,0 days 01:35:00,0 days 01:25:00,0 days 00:17:00,True
2023-01-24,DD190,HS-DQA,Bangkok ,DMK,Mae Sot ,MAQ,1900-01-01 09:50:00,1900-01-01 09:53:00,1900-01-01 10:55:00,1900-01-01 10:48:00,0 days 01:05:00,0 days 00:55:00,0 days 00:03:00,True
2023-01-23,DD340,HS-DQA,Bangkok ,DMK,Buriram ,BFV,1900-01-02 06:45:00,1900-01-02 06:57:00,1900-01-01 07:45:00,1900-01-01 07:45:00,0 days 01:00:00,0 days 00:48:00,0 days 00:12:00,True
2023-01-27,DD106,HS-DBG,Bangkok ,DMK,Chiang Rai ,CEI,1900-01-01 13:40:00,1900-01-01 14:36:00,1900-01-01 15:05:00,1900-01-01 15:36:00,0 days 01:25:00,0 days 01:00:00,0 days 00:56:00,True
2023-01-27,DD503,HS-DBG,Hat Yai ,HDY,Bangkok ,DMK,1900-01-01 11:35:00,1900-01-01 12:23:00,1900-01-01 13:35:00,1900-01-01 13:34:00,0 days 02:00:00,0 days 01:11:00,0 days 00:48:00,True
2023-01-27,DD502,HS-DBG,Bangkok ,DMK,Hat Yai ,HDY,1900-01-01 09:40:00,1900-01-01 10:30:00,1900-01-01 11:40:00,1900-01-01 11:39:00,0 days 02:00:00,0 days 01:09:00,0 days 00:50:00,True
2023-01-27,DD361,HS-DBG,Sakon Nakhon ,SNO,Bangkok ,DMK,1900-01-01 08:40:00,1900-01-01 08:48:00,1900-01-01 09:45:00,1900-01-01 09:39:00,0 days 01:05:00,0 days 00:51:00,0 days 00:08:00,True
2023-01-27,DD360,HS-DBG,Bangkok ,DMK,Sakon Nakhon ,SNO,1900-01-01 07:00:00,1900-01-01 07:17:00,1900-01-01 08:10:00,1900-01-01 08:13:00,0 days 01:10:00,0 days 00:56:00,0 days 00:17:00,True
2023-01-26,DD137,HS-DBG,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 19:40:00,1900-01-01 23:08:00,1900-01-01 22:00:00,1900-01-02 00:00:00,0 days 02:20:00,0 days 00:52:00,0 days 03:28:00,True
2023-01-26,DD136,HS-DBG,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-01 18:00:00,1900-01-01 21:31:00,1900-01-01 19:10:00,1900-01-01 22:21:00,0 days 01:10:00,0 days 00:50:00,0 days 03:31:00,True
2023-01-26,DD505,HS-DBG,Hat Yai ,HDY,Bangkok ,DMK,1900-01-01 16:35:00,1900-01-01 19:12:00,1900-01-01 18:05:00,1900-01-01 20:33:00,0 days 01:30:00,0 days 01:21:00,0 days 02:37:00,True
2023-01-26,DD504,HS-DBG,Bangkok ,DMK,Hat Yai ,HDY,1900-01-01 14:35:00,1900-01-01 17:14:00,1900-01-01 16:05:00,1900-01-01 18:23:00,0 days 01:30:00,0 days 01:09:00,0 days 02:39:00,True
2023-01-26,DD131,HS-DBG,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 14:05:00,1900-01-01 15:29:00,1900-01-01 15:10:00,1900-01-01 16:24:00,0 days 01:05:00,0 days 00:55:00,0 days 01:24:00,True
2023-01-26,DD130,HS-DBG,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-01 12:20:00,1900-01-01 13:36:00,1900-01-01 13:35:00,1900-01-01 14:29:00,0 days 01:15:00,0 days 00:53:00,0 days 01:16:00,True
2023-01-26,DD593,HS-DBG,Trang ,TST,Bangkok ,DMK,1900-01-01 11:15:00,1900-01-01 11:23:00,1900-01-01 12:35:00,1900-01-01 12:38:00,0 days 01:20:00,0 days 01:15:00,0 days 00:08:00,True
2023-01-26,DD592,HS-DBG,Bangkok ,DMK,Trang ,TST,1900-01-01 09:25:00,1900-01-01 09:36:00,1900-01-01 10:45:00,1900-01-01 10:45:00,0 days 01:20:00,0 days 01:09:00,0 days 00:11:00,True
2023-01-26,DD571,HS-DBG,Surat Thani ,URT,Bangkok ,DMK,1900-01-01 07:45:00,1900-01-01 07:47:00,1900-01-01 08:55:00,1900-01-01 08:43:00,0 days 01:10:00,0 days 00:56:00,0 days 00:02:00,True
2023-01-25,DD570,HS-DBG,Bangkok ,DMK,Surat Thani ,URT,1900-01-02 06:05:00,1900-01-02 06:14:00,1900-01-01 07:15:00,1900-01-01 07:08:00,0 days 01:10:00,0 days 00:54:00,0 days 00:09:00,True
2023-01-25,DD535,HS-DBG,Phuket ,HKT,Bangkok ,DMK,1900-01-01 22:05:00,1900-01-01 22:32:00,1900-01-01 23:25:00,1900-01-01 23:38:00,0 days 01:20:00,0 days 01:06:00,0 days 00:27:00,True
2023-01-25,DD534,HS-DBG,Bangkok ,DMK,Phuket ,HKT,1900-01-01 20:15:00,1900-01-01 20:31:00,1900-01-01 21:25:00,1900-01-01 21:42:00,0 days 01:10:00,0 days 01:11:00,0 days 00:16:00,True
2023-01-25,DD505,HS-DBG,Hat Yai ,HDY,Bangkok ,DMK,1900-01-01 16:35:00,1900-01-01 18:28:00,1900-01-01 19:20:00,1900-01-01 19:42:00,0 days 02:45:00,0 days 01:14:00,0 days 01:53:00,True
2023-01-25,DD55,HS-DBG,Nakhon Si Thammarat ,NST,Bangkok ,DMK,1900-01-01 14:37:00,1900-01-01 14:37:00,1900-01-01 15:35:00,1900-01-01 15:35:00,0 days 00:58:00,0 days 00:58:00,0 days 00:00:00,True
2023-01-25,DD504,HS-DBG,Bangkok ,DMK,Hat Yai ,HDY,1900-01-01 14:35:00,1900-01-01 16:36:00,1900-01-01 17:25:00,1900-01-01 17:46:00,0 days 02:50:00,0 days 01:10:00,0 days 02:01:00,True
